code,name,market
3900,クラウドワークス,Growth
3904,カヤック,Growth
3905,データセクション,Growth
3911,Ａｉｍｉｎｇ,Growth
3914,ＪＩＧ－ＳＡＷ,Growth
3917,アイリッジ,Growth
3929,ソーシャルワイヤー,Growth
3930,はてな,Growth
3931,バリューゴルフ,Growth
3936,グローバルウェイ,Growth
3967,エルテス,Growth
3970,イノベーション,Growth
3976,シャノン,Growth
3979,うるる,Growth
3987,エコモット,Growth
3989,シェアテク,Growth
3991,ウォンテッドリー,Growth
3998,すららネット,Growth
4011,ヘッドウォータース,Growth
4013,勤次郎,Growth
4014,カラダノート,Growth
4015,ペイクラウド,Growth
4017,クリーマ,Growth
4019,スタメン,Growth
4020,ビートレンド,Growth
4052,フィーチャ,Growth
4054,日本情報クリエイト,Growth
4055,ティアンドエスグループ,Growth
4056,ニューラルグループ,Growth
4057,インターファクトリー,Growth
4058,トヨクモ,Growth
4060,ｒａｋｕｍｏ,Growth
4068,ベイシス,Growth
4069,ＢｌｕｅＭｅｍｅ,Growth
4073,ジィ・シィ企画,Growth
4074,ラキール,Growth
4075,ブレインズテクノロジー,Growth
4076,シイエヌエス,Growth
4165,プレイド,Growth
4166,かっこ,Growth
4167,ココペリ,Growth
4168,ヤプリ,Growth
4169,ＥＮＥＣＨＡＮＧＥ,Growth
4170,カイゼン,Growth
4175,ｃｏｌｙ,Growth
4176,ココナラ,Growth
4177,ｉ－ｐｌｕｇ,Growth
4178,Ｓイノベ,Growth
4179,ジーネクスト,Growth
4192,スパイダープラス,Growth
4199,ワンダープラネット,Growth
4255,ＴＨＥＣＯＯ,Growth
4256,サインド,Growth
4258,網屋,Growth
4259,エクサウィザーズ,Growth
4260,ハイブリッド,Growth
4261,アジアクエスト,Growth
4262,ニフティライフスタイル,Growth
4263,サスメド,Growth
4264,セキュア,Growth
4265,ＩＧＳ,Growth
4270,ＢｅｅＸ,Growth
4308,Ｊストリーム,Growth
4316,ビーマップ,Growth
4370,モビルス,Growth
4371,ＣＣＴ,Growth
4372,ユミルリンク,Growth
4374,ロボペイ,Growth
4375,セーフィー,Growth
4376,くふうカンパ,Growth
4377,ワンキャリア,Growth
4378,ＣＩＮＣ,Growth
4379,Ｐｈｏｔｏｓｙｎｔｈ,Growth
4380,Ｍマート,Growth
4381,ビープラッツ,Growth
4387,ＺＵＵ,Growth
4389,プロパティデータバンク,Growth
4391,ロジザード,Growth
4393,バンクオブイ,Growth
4394,エクスモーション,Growth
4395,アクリート,Growth
4397,チームスピリット,Growth
4412,サイエンスアーツ,Growth
4414,フレクト,Growth
4415,ブロードＥ,Growth
4416,Ｔｒｕｅ　Ｄａｔａ,Growth
4417,Ｇセキュリ,Growth
4418,ＪＤＳＣ,Growth
4419,フィナＨＤ,Growth
4422,ＶＡＬＵＥＮＥＸ,Growth
4424,Ａｍａｚｉａ,Growth
4425,Ｋｕｄａｎ,Growth
4427,ＥｄｕＬａｂ,Growth
4428,シノプス,Growth
4429,リックソフト,Growth
4431,スマレジ,Growth
4436,ミンカブ,Growth
4437,ＧＤＨ,Growth
4438,Ｗｅｌｂｙ,Growth
4442,バルテスＨＤ,Growth
4444,インフォネット,Growth
4445,リビン・テクノロジーズ,Growth
4447,ピー・ビーシステムズ,Growth
4448,ｋｕｂｅｌｌ,Growth
4450,パワーソリューションズ,Growth
4475,ＨＥＮＮＧＥ,Growth
4476,ＡＩ　ＣＲＯＳＳ,Growth
4477,ＢＡＳＥ,Growth
4478,フリー,Growth
4479,マクアケ,Growth
4482,ウィルズ,Growth
4484,ランサーズ,Growth
4486,ユナイトアンドグロウ,Growth
4487,スペースマーケット,Growth
4488,ＡＩ　ｉｎｓｉｄｅ,Growth
4490,ビザスク,Growth
4493,サイバーセキ,Growth
4495,ｉ３,Growth
4496,コマースワン,Growth
4498,サイバートラスト,Growth
4563,アンジェス,Growth
4564,オンコセラピ,Growth
4570,免疫生物研究所,Growth
4571,ＮＡＮＯＨＤ,Growth
4572,カルナバイオサイエンス,Growth
4575,キャンバス,Growth
4576,ＤＷセラピ研,Growth
4579,ラクオリア創薬,Growth
4582,シンバイオ製薬,Growth
4583,カイオム,Growth
4584,キッズウェル・バイオ,Growth
4586,メドレックス,Growth
4588,オンコリス,Growth
4591,リボミック,Growth
4592,サンバイオ,Growth
4593,ヘリオス,Growth
4594,ブライトパス・バイオ,Growth
4596,窪田製薬ＨＤ,Growth
4597,ソレイジア・ファーマ,Growth
4598,デルタフライ,Growth
4599,ステムリム,Growth
4772,ＳＭＥＪ,Growth
4811,ドリーム・アーツ,Growth
4833,Ｄｅｆコン,Growth
4881,ファンペップ,Growth
4882,ペルセウス,Growth
4883,モダリス,Growth
4884,クリングルファーマ,Growth
4888,ステラファーマ,Growth
4889,レナサイエンス,Growth
4890,坪田ラボ,Growth
4891,ティムス,Growth
4892,サイフューズ,Growth
4893,ノイル,Growth
4894,クオリプス,Growth
4896,ケイファーマ,Growth
4934,Ｐアンチエイ,Growth
4937,Ｗａｑｏｏ,Growth
4978,リプロセル,Growth
5025,マーキュリー,Growth
5026,トリプルアイズ,Growth
5027,エニマインド,Growth
5028,セカンドＸ,Growth
5029,サークレイス,Growth
5031,モイ,Growth
5033,ヌーラボ,Growth
5034,ｕｎｅｒｒｙ,Growth
5035,ＨＯＵＳＥＩ,Growth
5038,ｅＷｅＬＬ,Growth
5125,ファインズ,Growth
5126,ポーターズ,Growth
5129,ＦＩＸＥＲ,Growth
5131,リンカーズ,Growth
5132,ｐｌｕｓｚｅｒｏ,Growth
5134,ＰＯＰＥＲ,Growth
5136,ｔｒｉｐｌａ,Growth
5137,スマートドライブ,Growth
5138,Ｒｅｂａｓｅ,Growth
5139,オープンワーク,Growth
5240,ｍｏｎｏＡＩ,Growth
5242,アイズ,Growth
5243,ｎｏｔｅ,Growth
5244,ｊｉｇ．ｊｐ,Growth
5246,ＥＬＥＭＥＮＴＳ,Growth
5247,ＢＴＭ,Growth
5248,テクノロジーズ,Growth
5252,日本ナレッジ,Growth
5253,カバー,Growth
5254,Ａｒｅｎｔ,Growth
5255,モンスターラボ,Growth
5256,Ｆｕｓｉｃ,Growth
5258,ＴＭＮ,Growth
5527,プロパテクノ,Growth
5532,リアルゲイト,Growth
5537,ＡｌｂａＬｉｎｋ,Growth
5570,ジェノバ,Growth
5572,Ｒｉｄｇｅ－ｉ,Growth
5574,ＡＢＥＪＡ,Growth
5575,Ｇｌｏｂｅｅ,Growth
5578,ＡＲアドバン,Growth
5580,プロディライト,Growth
5582,グリッド,Growth
5586,Ｌａｂｏｒｏ．ＡＩ,Growth
5587,インバＰＦ,Growth
5588,ファーストＡ,Growth
5590,ネットスターズ,Growth
5591,ＡＶＩＬＥＮ,Growth
5592,くすりの窓口,Growth
5597,ブルーイノベーション,Growth
5599,Ｓ＆Ｊ,Growth
5616,雨風太陽,Growth
5618,ナイル,Growth
5619,マーソ,Growth
5621,ヒューマンＴ,Growth
5704,ＪＭＣ,Growth
5834,ＳＢＩリーシ,Growth
5842,インテグラル,Growth
5858,ＳＴＧ,Growth
5867,エスネットワークス,Growth
5870,ナルネット,Growth
5884,クラダシ,Growth
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,Growth
5892,ｙｕｔｏｒｉ,Growth
6030,アドベンチャー,Growth
6031,ＺＥＴＡ,Growth
6033,エクストリーム,Growth
6034,ＭＲＴ,Growth
6038,イード,Growth
6039,動物高度医療,Growth
6040,日本スキー場開発,Growth
6045,レントラックス,Growth
6049,イトクロ,Growth
6069,トレンダーズ,Growth
6081,アライドアーキテクツ,Growth
6085,アーキテクツ,Growth
6086,シンメンテ,Growth
6094,フリークＨＤ,Growth
6166,中村超硬,Growth
6173,アクアライン,Growth
6177,ＡｐｐＢａｎｋ,Growth
6180,ＧＭＯメディア,Growth
6181,タメニー,Growth
6182,メタリアル,Growth
6190,フェニックスバイオ,Growth
6193,バーチャレク,Growth
6195,ホープ,Growth
6198,キャリア,Growth
6224,ＪＲＣ,Growth
6232,ＡＣＳＬ,Growth
6255,エヌ・ピー・シー,Growth
6521,オキサイド,Growth
6522,アスタリスク,Growth
6537,ＷＡＳＨハウス,Growth
6545,ＩＩＦ,Growth
6548,旅工房,Growth
6554,エスユーエス,Growth
6557,ＡＩＡＩグループ,Growth
6558,クックビズ,Growth
6561,ハナツアーＪ,Growth
6562,ジーニー,Growth
6563,みらいワークス,Growth
6568,神戸天然物化学,Growth
6573,ＣＲＡＶＩＡ,Growth
6574,コンヴァノ,Growth
6577,ベストワンドットコム,Growth
6579,ログリー,Growth
6580,ライトアップ,Growth
6597,ＨＰＣシステムズ,Growth
6612,バルミューダ,Growth
6613,ＱＤレーザ,Growth
6696,トラースＯＰ,Growth
7031,インバウンドテック,Growth
7036,イーエムネットジャパン,Growth
7039,ブリッジ－Ｇ,Growth
7041,ＣＲＧホールディングス,Growth
7043,アルー,Growth
7046,ＴＤＳＥ,Growth
7047,ポート,Growth
7048,ベルトラ,Growth
7049,識学,Growth
7050,Ｆインタ,Growth
7061,日本ホスピス,Growth
7062,フレアス,Growth
7063,Ｂｉｒｄｍａｎ,Growth
7066,ピアズ,Growth
7067,ブランドＴ,Growth
7068,ＦフォースＧ,Growth
7069,サイバー・バズ,Growth
7072,インテＭ,Growth
7073,ジェイック,Growth
7074,２４７ＨＤ,Growth
7075,ＱＬＳホールディングス,Growth
7077,ＡＬｉＮＫ,Growth
7078,ＩＮＣＨＤ,Growth
7079,ＷＤＢココ,Growth
7080,スポーツフィールド,Growth
7082,ジモティー,Growth
7083,ＡＨＣグループ,Growth
7084,スマイルＨＤ,Growth
7089,フォースタートアップス,Growth
7090,リグア,Growth
7091,リビングＰＦ,Growth
7093,アディッシュ,Growth
7094,ＮｅｘＴｏｎｅ,Growth
7096,ステムセル研究所,Growth
7097,さくらさくプラス,Growth
7110,クラシコム,Growth
7112,キューブ,Growth
7114,フーディソン,Growth
7119,ハルメク,Growth
7133,ヒュウガプラ,Growth
7138,ＴＯＲＩＣＯ,Growth
7140,ペットゴー,Growth
7317,松屋アールアンドディ,Growth
7318,セレンＨＤ,Growth
7320,Ｓｏｌｖｖｙ,Growth
7325,アイリック,Growth
7326,ＳＢＩＩＧ,Growth
7343,ブロードマインド,Growth
7345,ＡＩＰＦ,Growth
7351,グッドパッチ,Growth
7352,ＴＷＯＳＴ,Growth
7353,ＫＩＹＯラーニング,Growth
7356,Ｒｅｔｔｙ,Growth
7359,東京通信グループ,Growth
7360,オンデック,Growth
7361,ＨＣＨ,Growth
7362,Ｔ．Ｓ．Ｉ,Growth
7363,ベビーカレンダー,Growth
7369,メイホーＨＤ,Growth
7370,Ｅｎｊｉｎ,Growth
7371,Ｚｅｎｋｅｎ,Growth
7372,デコルテＨＤ,Growth
7373,アイドマＨＤ,Growth
7374,コンフインタ,Growth
7375,リファバスＧ,Growth
7376,ＢＣＣ,Growth
7378,アシロ,Growth
7409,ＡｅｒｏＥｄｇｅ,Growth
7674,ＮＡＴＴＹ,Growth
7685,バイセル,Growth
7687,ミクリード,Growth
7689,コパ・コーポレーション,Growth
7694,いつも,Growth
7695,交換できるくん,Growth
7707,ＰＳＳ,Growth
7774,Ｊティッシュ,Growth
7776,セルシード,Growth
7777,３ＤＭ,Growth
7779,ＣＹＢＥＲＤＹＮＥ,Growth
7792,コラントッテ,Growth
7793,イメージ・マジック,Growth
7794,イーディーピー,Growth
7803,ブシロード,Growth
7806,ＭＴＧ,Growth
8938,グロームＨＤ,Growth
9158,シーユーシー,Growth
9159,Ｗ　ＴＯＫＹＯ,Growth
9162,ブリーチ,Growth
9163,ナレルグループ,Growth
9165,クオルテック,Growth
9166,ＧＥＮＤＡ,Growth
9168,ライズＣＧ,Growth
9204,スカイマーク,Growth
9211,エフ・コード,Growth
9212,ＧＥＩ,Growth
9214,ＲＩ,Growth
9215,ＣａＳｙ,Growth
9218,ＭＨＴ,Growth
9219,ギックス,Growth
9223,ＡＳＮＯＶＡ,Growth
9225,ブリッジＧ,Growth
9227,マイクロ波化学,Growth
9235,売れるＧ,Growth
9236,ジャパンＭＡ,Growth
9237,笑美面,Growth
9238,バリュークリエーション,Growth
9240,デリバリコン,Growth
9241,ＦＬネット,Growth
9242,メディア総研,Growth
9244,デジタリフト,Growth
9245,リベロ,Growth
9246,プロＨＤ,Growth
9250,ＧＲＣＳ,Growth
9251,ＡＢ＆Ｃｏｍｐａｎｙ,Growth
9252,ラストワンマイル,Growth
9253,スローガン,Growth
9254,ラバブルＭＧ,Growth
9256,サクシード,Growth
9258,ＣＳ－Ｃ,Growth
9259,タカヨシＨＤ,Growth
9270,バリュエンス,Growth
9271,和心,Growth
9272,ブティックス,Growth
9326,関通ホールディングス,Growth
9330,揚羽,Growth
9331,キャスター,Growth
9337,トリドリ,Growth
9338,ＩＮＦＯＲＩＣＨ,Growth
9342,スマサポ,Growth
9343,アイビス,Growth
9344,アクシスＣ,Growth
9345,ビズメイツ,Growth
9346,ココルポート,Growth
9348,ｉｓｐａｃｅ,Growth
9467,アルファポリス,Growth
9553,マイクロアド,Growth
9554,ＡＶｉＣ,Growth
9556,ＩＮＴＬＯＯＰ,Growth
9557,エアークローゼット,Growth
9558,ジャパニアス,Growth
9560,プログリット,Growth
9561,グラッドキューブ,Growth
9562,ビジネスコーチ,Growth
9563,アトラスＴ,Growth
9565,ＧＬＯＥ,Growth
130A,ウェリタス,Growth
135A,ヴレインＳ,Growth
137A,Ｃｏｃｏｌｉｖｅ,Growth
138A,光フードサービス,Growth
141A,トライアル,Growth
142A,ジンジブ,Growth
143A,イシン,Growth
145A,Ｌ　ｉｓ　Ｂ,Growth
147A,ソラコム,Growth
148A,ハッチ・ワーク,Growth
149A,シンカ,Growth
150A,ＪＳＨ,Growth
151A,ダイブ,Growth
153A,カウリス,Growth
155A,情報戦略テクノロジー,Growth
156A,マテリアルグループ,Growth
157A,グリーンモンスター,Growth
166A,タスキホールディングス,Growth
168A,イタミアート,Growth
173A,ハンモック,Growth
175A,Ｗｉｌｌ　Ｓｍａｒｔ,Growth
177A,コージンバイオ,Growth
184A,学びエイド,Growth
186A,アストロＨＤ,Growth
189A,Ｄ＆Ｍカンパニー,Growth
190A,コーディア,Growth
192A,インテグループ,Growth
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,Growth
195A,マスカットＧ,Growth
196A,ＭＦＳ,Growth
198A,ＰｏｓｔＰｒｉｍｅ,Growth
205A,ロゴスホールディングス,Growth
206A,ＰＲＩＳＭバ,Growth
215A,タイミー,Growth
218A,Ｌｉｂｅｒａｗａｒｅ,Growth
219A,Ｈｅａｒｔｓｅｅｄ,Growth
228A,オプロ,Growth
241A,ＲＯＸＸ,Growth
244A,グロースｘＰ,Growth
245A,ＩＮＧＳ,Growth
246A,アスア,Growth
247A,Ａｉロボティクス,Growth
248A,キッズスター,Growth
264A,Ｓｃｈｏｏ,Growth
265A,Ｈｍｃｏｍｍ,Growth
269A,Ｓａｐｅｅｔ,Growth
276A,ククレブ,Growth
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,Growth
280A,ＴＭＨ,Growth
281A,インフォメティス,Growth
286A,ユカリア,Growth
288A,ラクサス,Growth
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,Growth
291A,リスキル,Growth
296A,令和ＡＨ,Growth
298A,ＧＶＡ　ＴＥＣＨ,Growth
299A,クラシル,Growth
302A,ビースタイル,Growth
303A,ｖｉｓｕｍｏ,Growth
304A,フォルシア,Growth
319A,技術承継機構,Growth
323A,フライヤー,Growth
324A,ブッキングリゾート,Growth
325A,ＴＥＮＴＩＡＬ,Growth
330A,ＴａｌｅｎｔＸ,Growth
332A,ミーク,Growth
334A,ＶＰＪ,Growth
335A,ミライロ,Growth
336A,ダイナマップ,Growth
338A,ＺｅｎｍｕＴｅｃｈ,Growth
339A,プログレス,Growth
340A,ジグザグ,Growth
341A,トヨコー,Growth
350A,デジタルグリッド,Growth
352A,ＬＯＩＶＥ,Growth
366A,ウェルネス,Growth
369A,エータイ,Growth
373A,リップス,Growth
378A,ヒット,Growth
387A,フラー,Growth
402A,アクセルＨＤ,Growth
410A,ＧＭＯコマース,Growth
414A,オーバラップ,Growth
415A,ＧＭＯテック,Growth
421A,ムービン,Growth
431A,ユーソナー,Growth
436A,サイバＳＯＬ,Growth
438A,インフキュリオン,Growth
441A,ＮＥ,Growth
442A,クラシコ,Growth
446A,ノースサンド,Growth
456A,ＨＵＭＡＮ　ＭＡＤＥ,Growth
460A,ＢＲＡＮＵ,Growth
462A,ＦＵＮＤＩＮＮＯ,Growth
464A,ＱＰＳホールディングス,Growth
469A,フィットクルー,Growth
472A,ミラティブ,Growth
477A,スタートライン,Growth
478A,フツパー,Growth
479A,ＰＲＯＮＩ,Growth
480A,リブ・コンサルティング,Growth
485A,パワーエックス,Growth
504A,イノバセル,Growth
519A,ベーシック,Growth
520A,ジェイファーマ,Growth
523A,セイワホールディングス,Growth
542A,ビタブリッドジャパン,Growth
554A,バトンズ,Growth
556A,犬猫生活,Growth
558A,ＳＱＵＥＥＺＥ,Growth
1301,極洋,Prime
1332,ニッスイ,Prime
1333,Ｕｍｉｏｓ,Prime
1375,ユキグニファクトリー,Prime
1377,サカタのタネ,Prime
1379,ホクト,Prime
1414,ショーボンド,Prime
1417,ミライト・ワン,Prime
1419,タマホーム,Prime
1429,日本アクア,Prime
1433,ベステラ,Prime
1515,日鉄鉱業,Prime
1518,三井松島ＨＤ,Prime
1605,ＩＮＰＥＸ,Prime
1662,石油資源開発,Prime
1663,Ｋ＆Ｏエナジーグループ,Prime
1719,安藤・間,Prime
1720,東急建設,Prime
1721,コムシスＨＤ,Prime
1726,Ｂｒ．ＨＤ,Prime
1762,高松グループ,Prime
1766,東建コーポレーション,Prime
1780,ヤマウラ,Prime
1786,オリエンタル白石,Prime
1801,大成建設,Prime
1802,大林組,Prime
1803,清水建設,Prime
1808,長谷工コーポレーション,Prime
1812,鹿島建設,Prime
1813,不動テトラ,Prime
1814,大末建設,Prime
1815,鉄建建設,Prime
1820,西松建設,Prime
1833,奥村組,Prime
1835,東鉄工業,Prime
1852,淺沼組,Prime
1860,戸田建設,Prime
1861,熊谷組,Prime
1870,矢作建設工業,Prime
1871,ピーエス,Prime
1873,日本ハウス,Prime
1878,大東建託,Prime
1879,新日本建設,Prime
1882,東亜道路工業,Prime
1885,東亜建設工業,Prime
1887,日本国土開発,Prime
1888,若築建設,Prime
1893,五洋建設,Prime
1898,世紀東急工業,Prime
1899,福田組,Prime
1911,住友林業,Prime
1925,大和ハウス工業,Prime
1926,ライト工業,Prime
1928,積水ハウス,Prime
1929,日特建設,Prime
1930,北陸電気工事,Prime
1934,ユアテック,Prime
1938,日本リーテック,Prime
1939,四電工,Prime
1941,中電工,Prime
1942,関電工,Prime
1944,きんでん,Prime
1945,東京エネシス,Prime
1946,トーエネック,Prime
1950,日本電設工業,Prime
1951,エクシオグループ,Prime
1952,新日本空調,Prime
1959,クラフティア,Prime
1961,三機工業,Prime
1963,日揮ホールディングス,Prime
1964,中外炉工業,Prime
1968,太平電業,Prime
1969,高砂熱学工業,Prime
1975,朝日工業社,Prime
1976,明星工業,Prime
1979,大氣社,Prime
1980,ダイダン,Prime
1982,日比谷総合設備,Prime
2001,ニップン,Prime
2002,日清製粉グループ本社,Prime
2004,昭和産業,Prime
2053,中部飼料,Prime
2060,フィード・ワン,Prime
2108,日本甜菜製糖,Prime
2109,ＤＭ三井製糖,Prime
2117,ウェルネオシュガー,Prime
2120,ＬＩＦＵＬＬ,Prime
2121,ＭＩＸＩ,Prime
2124,ジェイエイシ,Prime
2127,日本Ｍ＆Ａ,Prime
2130,メンバーズ,Prime
2146,ＵＴグループ,Prime
2148,アイティメディア,Prime
2153,Ｅ・Ｊホールディングス,Prime
2154,オープンアップグループ,Prime
2157,コシダカＨＤ,Prime
2163,アルトナー,Prime
2168,パソナグループ,Prime
2170,ＬＩＮＫ＆Ｍ,Prime
2175,エス・エム・エス,Prime
2181,パーソルＨＤ,Prime
2198,アイケイケイ,Prime
2201,森永製菓,Prime
2206,江崎グリコ,Prime
2207,ｍｅｉｔｏ,Prime
2209,井村屋グループ,Prime
2211,不二家,Prime
2212,山崎製パン,Prime
2217,モロゾフ,Prime
2220,亀田製菓,Prime
2222,寿スピリッツ,Prime
2229,カルビー,Prime
2264,森永乳業,Prime
2266,六甲バター,Prime
2267,ヤクルト本社,Prime
2269,明治ホールディングス,Prime
2270,雪印メグミルク,Prime
2281,プリマハム,Prime
2282,日本ハム,Prime
2288,丸大食品,Prime
2292,Ｓ　Ｆｏｏｄｓ,Prime
2294,柿安本店,Prime
2296,伊藤米久ＨＤ,Prime
2301,学情,Prime
2307,クロスキャット,Prime
2317,システナ,Prime
2325,ＮＪＳ,Prime
2326,デジタルアーツ,Prime
2327,日鉄ソリューションズ,Prime
2331,ＡＬＳＯＫ,Prime
2335,キューブシステム,Prime
2337,いちご,Prime
2353,日本駐車場開発,Prime
2359,コア,Prime
2371,カカクコム,Prime
2378,ルネサンス,Prime
2379,ディップ,Prime
2384,ＳＢＳホールディングス,Prime
2395,新日本科学,Prime
2410,キャリアデザ,Prime
2413,エムスリー,Prime
2429,ワールドＨＤ,Prime
2432,ディー・エヌ・エー,Prime
2433,博報堂ＤＹ,Prime
2461,ファンコミ,Prime
2462,ライク,Prime
2471,エスプール,Prime
2475,ＷＤＢホールディングス,Prime
2491,バリューコマース,Prime
2492,インフォマート,Prime
2501,サッポロＨＤ,Prime
2502,アサヒ,Prime
2503,キリンホールディングス,Prime
2531,宝ホールディングス,Prime
2533,オエノンＨＤ,Prime
2540,養命酒製造,Prime
2579,コカＢＪＨ,Prime
2585,Ｌドリンク,Prime
2587,サントリＢＦ,Prime
2590,ＤｙＤｏ,Prime
2593,伊藤園,Prime
2594,キーコーヒー,Prime
2602,日清オイリオグループ,Prime
2607,不二製油,Prime
2613,Ｊ－オイルミルズ,Prime
2659,サンエー,Prime
2664,カワチ薬品,Prime
2670,エービーシー・マート,Prime
2674,ハードオフ,Prime
2676,高千穂交易,Prime
2678,アスクル,Prime
2681,ゲオホールディングス,Prime
2685,アンドエスティＨＤ,Prime
2692,伊藤忠食品,Prime
2695,くら寿司,Prime
2726,パルＨＤ,Prime
2730,エディオン,Prime
2733,あらた,Prime
2734,サーラコーポレーション,Prime
2737,トーメンデバイス,Prime
2742,ハローズ,Prime
2749,ＪＰホールディングス,Prime
2752,フジオフード,Prime
2753,あみやき亭,Prime
2760,東エレデバ,Prime
2767,円谷フィＨＤ,Prime
2768,双日,Prime
2784,アルフレッサ,Prime
2791,大黒天物産,Prime
2792,ハニーズＨＤ,Prime
2801,キッコーマン,Prime
2802,味の素,Prime
2804,ブルドックソース,Prime
2809,キユーピー,Prime
2810,ハウス食品グループ本社,Prime
2811,カゴメ,Prime
2815,アリアケジャパン,Prime
2871,ニチレイ,Prime
2874,ヨコレイ,Prime
2875,東洋水産,Prime
2882,イートアンド,Prime
2884,ヨシムラＨＤ,Prime
2897,日清食ＨＤ,Prime
2908,フジッコ,Prime
2910,ロック・フィールド,Prime
2914,ＪＴ,Prime
2915,ケンコーマヨネーズ,Prime
2918,わらべ日洋,Prime
2922,なとり,Prime
2929,ファーマフーズ,Prime
2930,北の達人,Prime
2931,ユーグレナ,Prime
2933,紀文食品,Prime
2935,ピックルス,Prime
2975,スターマイカ,Prime
2980,ＳＲＥホールディングス,Prime
2982,ＡＤワークスグループ,Prime
3002,グンゼ,Prime
3003,ヒューリック,Prime
3028,アルペン,Prime
3031,ラクーンＨＤ,Prime
3034,クオールＨＤ,Prime
3036,アルコニックス,Prime
3038,神戸物産,Prime
3040,ソリトンシステムズ,Prime
3046,ジンズホールディングス,Prime
3048,ビックカメラ,Prime
3050,ＤＣＭホールディングス,Prime
3064,ＭｏｎｏｔａＲＯ,Prime
3076,あい　ホールディングス,Prime
3086,Ｊフロント,Prime
3087,ドトル日レス,Prime
3088,マツキヨココ,Prime
3091,ブロンコビリー,Prime
3092,ＺＯＺＯ,Prime
3093,トレファク,Prime
3097,物語コーポレーション,Prime
3099,三越伊勢丹,Prime
3101,東洋紡,Prime
3104,富士紡ホールディングス,Prime
3105,日清紡ホールディングス,Prime
3106,クラボウ,Prime
3107,ダイワボウ,Prime
3109,シキボウ,Prime
3110,日東紡績,Prime
3116,トヨタ紡織,Prime
3132,マクニカＨＤ,Prime
3139,ラクト・ジャパン,Prime
3148,クリエイトＳ,Prime
3150,グリムス,Prime
3151,バイタルＫＳ,Prime
3153,八洲電機,Prime
3154,メディアス,Prime
3156,レスター,Prime
3167,ＴＯＫＡＩ,Prime
3176,三洋貿易,Prime
3179,シュッピン,Prime
3180,ビューティガレージ,Prime
3182,オイシックス・ラ・大地,Prime
3183,ウイン・パートナーズ,Prime
3186,ネクステージ,Prime
3191,ジョイフル本田,Prime
3193,エターナルＧ,Prime
3196,ホットランド,Prime
3197,すかいらーく,Prime
3198,ＳＦＰホールディングス,Prime
3199,綿半ホールディングス,Prime
3201,日本毛織,Prime
3221,ヨシックス,Prime
3231,野村不ＨＤ,Prime
3232,三重交ＨＤ,Prime
3245,ディア・ライフ,Prime
3252,地主,Prime
3276,ＪＰＭＣ,Prime
3284,フージャース,Prime
3288,オープンハウスグループ,Prime
3289,東急不ＨＤ,Prime
3291,飯田ＧＨＤ,Prime
3302,帝国繊維,Prime
3315,日本コークス工業,Prime
3333,あさひ,Prime
3349,コスモス薬品,Prime
3360,シップＨＤ,Prime
3371,ソフトクリエ,Prime
3382,セブン＆アイ,Prime
3387,クリレスＨＤ,Prime
